25.0	37.5	50.0	62.5	75.0	85.15625	87.5	100.0	112.5	125.0	137.5	150.0	162.5	175.0	187.5	199.21875
800.0	14.7	14.7	14.7	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113
1200.0	14.7	14.7	14.7	14.7	14.7	14.7	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113
1600.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113
2000.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.634782608695652	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113	13.250704225352113
2400.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.634782608695652	13.250704225352113	12.887671232876711	12.887671232876711	12.887671232876711	12.887671232876711	12.887671232876711	12.887671232876711	12.887671232876711
2800.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.634782608695652	13.250704225352113	12.887671232876711	12.628187919463087	12.628187919463087	12.628187919463087	12.628187919463087	12.628187919463087	12.628187919463087
3200.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.634782608695652	13.066666666666666	12.298039215686273	11.473170731707317	11.473170731707317	11.473170731707317	11.473170731707317	11.473170731707317	11.473170731707317
3600.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.634782608695652	13.066666666666666	12.061538461538461	11.473170731707317	11.473170731707317	11.473170731707317	11.473170731707317	11.473170731707317	11.473170731707317
4000.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.634782608695652	12.713513513513513	11.90886075949367	11.473170731707317	11.133727810650887	11.133727810650887	11.133727810650887	11.133727810650887	11.133727810650887
4400.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.536690647482013	12.543999999999999	11.76	11.403636363636362	10.876300578034682	10.876300578034682	10.876300578034682	10.876300578034682	10.876300578034682
4800.0	14.7	14.7	14.7	14.7	14.7	14.7	14.7	13.34468085106383	12.298039215686273	11.614814814814814	11.267065868263472	10.876300578034682	10.876300578034682	10.876300578034682	10.876300578034682	10.876300578034682
5200.0	14.7	14.7	14.7	14.7	14.7	14.7	13.634782608695652	12.628187919463087	11.76	11.267065868263472	11.133727810650887	10.69090909090909	10.69090909090909	10.69090909090909	10.69090909090909	10.69090909090909
5600.0	14.7	14.7	14.7	14.7	13.250704225352113	12.887671232876711	12.799999999999999	11.984713375796177	11.334939759036144	10.876300578034682	10.69090909090909	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419
6000.0	14.7	14.7	14.7	13.634782608695652	12.713513513513513	12.218181818181817	12.061538461538461	11.403636363636362	10.876300578034682	10.570786516853932	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419
6400.0	14.7	14.7	14.7	13.634782608695652	12.543999999999999	11.984713375796177	11.833962264150943	11.2	10.63050847457627	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419	10.511731843575419
6800.0	14.7	14.7	14.7	13.634782608695652	12.378947368421052	11.68695652173913	11.543558282208588	10.93953488372093	10.395580110497237	10.17081081081081	10.17081081081081	10.17081081081081	10.17081081081081	10.17081081081081	10.17081081081081	10.17081081081081
